filename^document_name^parties^agreement_date^effective_date^expiration_date^renewal_term^notice_period^governing_law^non_compete^exclusivity
279^Promotion Agreement^Go Call, Inc. ('Go Call'); PageMaster Corporation^3/12/99^6/1/99^6/1/00^1 year^^California^No^Yes
280^JOINT FILING AGREEMENT^YA II PN, Ltd.; YA Global Investments II (U.S.), Ltd.; Yorkville Advisors Global, LP; Yorkville Advisors Global II, LLC; YAII GP, LP; Yorkville Advisors GP, LLC; D-Beta One EQ, Ltd.; D-Beta One Blocker EQ, Ltd.;^^^^^^^^
281^JOINT VENTURE AGREEMENT^Collectible Concepts Group, Inc. ('CCGI'); Pivotal Self Service Tech, Inc. ('PVSS'); ('Parties' or 'Joint Venturers' if referred to collectively, or 'Party' or Joint Venturer' if referred to singularly)^^3/1/03^2/28/04^^^Pennsylvania^No^No
282^JOINT FILING AGREEMENT^ATHENE ANNUITY AND LIFE COMPANY; ATHENE ANNUITY & LIFE ASSURANCE COMPANY; ATHENE USA CORPORATION; ATHENE LIFE RE LTD.; ATHENE HOLDING LTD.; APOLLO INSURANCE SOLUTIONS GROUP LP; AISG GP LTD.; APOLLO LIFE ASSET, L.P.; APOLLO LIFE ASSET GP, LLC.; APOLLO CAPITAL MANAGEMENT, L.P.; APOLLO CAPITAL MANAGEMENT GP, LLC; APOLLO MANAGEMENT HOLDINGS, L.P.; APOLLO MANAGEMENT HOLDINGS GP, LLC; OMAHA EQUITY AGGREGATOR, L.P.; AP OMAHA ADVISORS, LLC; APOLLO HYBRID VALUE ADVISORS, L.P.; APOLLO HYBRID VALUE CAPITAL MANAGEMENT, LLC; APH HOLDINGS, L.P.; APOLLO PRINCIPAL HOLDINGS III GP, LTD.^7/6/20^^^^^^No^No
283^JOINT FILING AGREEMENT^PRAIRIE ECI ACQUIROR LP; PRAIRIE NON-ECI ACQUIROR LP; PRAIRIE VCOC ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR E LP; BIP HOLDINGS MANAGER L.L.C.; BLACKSTONE INFRASTRUCTURE ASSOCIATES L.P.; BIA GP L.P.; BIA GP L.L.C.; BLACKSTONE HOLDINGS III L.P.^2/19/20^^^^^^No^No
284^JOINT FILING AGREEMENT^CLARUS IV-A, L.P.; CLARUS IV-B, L.P.; CLARUS IV-C, L.P.; CLARUS IV-D, L.P.; CLARUS IV GP, L.P.; BLACKSTONE CLARUS GP L.P.; BLACKSTONE CLARUS GP L.L.C.; BLACKSTONE HOLDINGS I/II GP L.L.C.; BLACKSTONE GROUP INC.; BLACKSTONE GROUP MANAGEMENT L.L.C.^2/14/20^^^^^^No^No
285^Strategic Alliance Agreement^ChipMOS TECHNOLOGIES INC. ('ChipMOS'); Tsinghua Unigroup Ltd. ('Tsinghua Unigroup'); ChipMOS and Tsinghua Unigroup shall collectively be referred to as 'Parties'^12/11/15^^12/11/18^^^Taiwan^No^No
286^Strategic Alliance Agreement^Bravatek Solutions ('Bravatek'); Sibannac Inc. ('COMPANY')^11/30/17^^11/30/18^12 months^90 days^Texas^No^No
287^STRATEGIC ALLIANCE AGREEMENT^Hyatt Franchising Latin America, L.L.C. ('Hyatt'); Playa Hotels & Resorts, B.V. ('Playa'); Hyatt and Playa (each a 'Party' and collectively as 'Parties')^12/14/16^12/14/16^^^^Illinois^No^No
288^Cooperation Agreement^VA Partners I, LLC, ValueAct Capital Master Fund, L.P., ValueAct Capital Management, L.P., ValueAct Capital Management, LLC, ValueAct Holdings, L.P. (collectively, 'ValueAct Group', and individually a 'member' of ValueAct Group); Allison Transmission Holdings, Inc. ('Company'); Gregory P. Spivy ('ValueAct Designee')^12/12/14^^^^^Delaware^No^No
289^COLLABORATION AGREEMENT^ExxonMobil Chemical Company ('Seller'); West Pharmaceutical Services, Inc. ('Buyer')^2/10/12^2/10/12^^^^New York^No^Yes
290^PROMOTION AGREEMENT^Janssen Biotech, Inc. ('Janssen'); Immunomedics, Inc. ('Company')^4/5/19^4/5/19^3/31/20^^^New York^Yes^No
291^Joint Venture Agreement^Tate & Lyle Fermentation Products Ltd. ('T&L'); Tate & Lyle PLC; Igene Biotechnology, Inc. ('Igene'); (collectively 'Parties'); (each 'Party')^3/18/03^3/3/03^^^^Delaware^Yes^Yes
292^JOINT FILING AGREEMENT^ABP TRUST; ADAM D. PORTNOY^1/22/20^^^^^^No^No
293^JOINT VENTURE AGREEMEN^MJ Syndicated, Inc.; SIMPLY HERBAL; individually and collectively 'JVP'^11/27/18^11/27/18^11/30/19^^^Florida^Yes^No
294^JOINT FILING AGREEMENT^UNIFORM INVESTCO LP; UNIFORM INVESTCO GP LLC; VÃRDE FUND VI-A, L.P.; VÃRDE INVESTMENT PARTNERS, L.P.; VÃRDE INVESTMENT PARTNERS (OFFSHORE) MASTER, L.P.; VÃRDE INVESTMENT PARTNERS G.P., LLC; VÃRDE SKYWAY MASTER FUND, L.P.;VÃRDE SKYWAY FUND G.P., L.P.; VÃRDE SKYWAY FUND UGP, LLC; VÃRDE FUND XII (MASTER), L.P.; VÃRDE FUND XII G.P., L.P.; VÃRDE FUND XII UGP, LLC; VÃRDE CREDIT PARTNERS MASTER, L.P.^2/20/20^^^^^^No^No
295^JOINT FILING AGREEMENT^ExxonMobil Chemical Company ('Seller'); West Pharmaceutical Services, Inc. ('Buyer')^5/11/20^^^^^^No^No
296^JOINT FILING AGREEMENT^Bank of America Corporatino, Banc of America Preferred Funding Corporation^4/7/20^4/7/20^^^^^No^No
297^JOINT FILING AGREEMENT^Shelby J. Butterfield ('Co-Trustee')^3/27/20^^^^^^No^No
298^JOINT FILING STATEMENT^SCULPTOR CAPITAL LP; SCULPTOR CAPITAL HOLDING CORPORATION; SCULPTOR MANAGEMENT, INC.; SCULPTOR MASTER FUND LTD^4/8/20^^^^^^No^No
299^JOINT FILING AGREEMENT^ARES TRADING SA; MERCK SERONO SA COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY; MERCK KGAA DARMSTADT, GERMANY^^^^^^^No^No
300^JOINT FILING AGREEMENT^UBS ONCOLOGY IMPACT FUND L.P.; ONCOLOGY IMPACT FUND (CAYMAN) MANAGEMENT L.P.; MPM ONCOLOGY IMPACT MANAGEMENT LP; MPM ONCOLOGY IMPACT MANAGEMENT GP LLC^4/7/20^^^^^^No^No
301^JOINT FILING AGREEMENT^ExxonMobil Chemical Company ('Seller'); West Pharmaceutical Services, Inc. ('Buyer')^7/6/20^^^^^^No^No
302^Promotion Agreement^CNET, Inc. ('CNET'); Cyberian Outpost, Inc. ('Company')^1/26/98^2/1/98^1/26/99^^^California^Yes^No
303^PROMOTION AGREEMENT^Depomed, Inc. ('Depomed'); King Pharmaceuticals, Inc. ('King'); Depomed and King (individually as a 'party' and collectively as 'parties')^6/27/06^6/27/06^6/27/11^^^New York^Yes^Yes
304^INTELLECTUAL PROPERTY AGREEMENT^Visualant Incorporated ('Company'); Kenneth Turpin ('Turpin')^6/16/04^^perpetual^^^British Columbia, Canada^No^No
305^INTELLECTUAL PROPERTY AGREEMENT^WestRock Company ('Parent'); Ingevity Corporation ('SpinCo'); SpinCo and Parent (individually referred to herein as a 'Party' and collectively as 'Parties')^5/14/16^^^^^^No^No
306^INTELLECTUAL PROPERTY AGREEMENT^Babcock and Wilcox Company ('RemainCo'); Babcock and Wilcox Enterprises, Inc. ('SpinCo'); individually as a 'Party,' and collectively as 'Parties'^6/26/15^6/25/15^^^^Delaware^No^Yes
307^AMENDMENT TO SECTION 2, PART B OF THE CO-BRANDING AGREEMENT^PC Quote, Inc. ('PCQ'); A.B. Watley, Inc. ('ABW')^12/9/96^12/9/96^^^^^No^No
308^SECOND AMENDMENT TO CO-BRANDING AGREEMENT^PC QUOTE, INC. ('PCQ'); A.B. Watley, Inc. ('ABW')^2/23/98^2/23/98^^^^^No^No
309^CO-BRANDING AGREEMENT^PC QUOTE, INC. ('PCQ'); AB Wately, Inc. and all of its subsidiaries and related companies ('ABW' )^10/11/96^10/11/96^^^^Illinois^No^No
310^GUARANTEES OF MASTER FRANCHISE AGREEMENT^Kiosk Concepts, Inc. ('Franchisor'); ('Master Franchisee'); ('Guarantors')^^^^^^^No^No
311^Attachment C to Master Franchise Agreement   MULTI-STATE ADDENDUM   CALIFORNIA APPENDIX^^^^^^^New York^No^No
312^MASTER FRANCHISE AGREEMENT^Kiosk Concepts Inc. ('we', 'us', 'our'); Grilled Cheese Truck, Inc. ('you', 'your', 'Master Franchisee')^1/2/2015^1/2/15^1/2/25^four successive 10 years^^New York^Yes^Yes
313^ADDENDUM REQUIRED BY THE DEPARTMENT OF LAW OF THE STATE OF NEW YORK^KIOSK CONCEPTS, INC.; GRILLED CHEESE TRUCK, INC.^1/2/2015^^^^^^No^No
314^SERVICES AGREEMENT^FEDERATED INVESTMENT MANAGEMENT COMPANY ('Adviser'); FEDERATED ADVISORY SERVICES COMPANY ('FASC')^1/1/04^1/1/04^^perpetual^^Pennsylvania^No^No
315^SECOND AMENDMENT TO SERVICES AGREEMENT^FEDERATED INVESTMENT MANAGEMENT COMPANY ('Adviser'); FEDERATED ADVISORY SERVICES COMPANY ('FASC')^3/1/16^3/1/16^^^^Pennsylvania^No^No
316^LIMITED POWER OF ATTORNEY^FEDERATED INVESTMENT MANAGEMENT COMPANY ('Adviser'); FEDERATED ADVISORY SERVICES COMPANY ('FASC')^1/1/04^^^^^Pennsylvania^No^No
317^AMENDMENT TO SERVICES AGREEMENT^FEDERATED INVESTMENT MANAGEMENT COMPANY ('Adviser'); FEDERATED ADVISORY SERVICES COMPANY ('FASC')^3/30/09^3/30/09^^^^Pennsylvania^No^No
318^NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER^Glamis Gold Ltd. and all of its subsidiaries and other Affiliates ('Glamis'); Western Copper Corporation and all of its subsidiaries and other Affiliates ('Western Copper')^5/3/06^5/3/06^^^^British Columbia^Yes^No
319^COLLABORATION AGREEMENT (â^Theravance, Inc. ('Theravance'); Glaxo Group Limited ('GSK'); (Theravance and GSK, a 'Party' or together, 'Parties')^11/14/02^^^^^Delaware^No^Yes
320^Collaboration Agreement^F. Hoffmann-La Roche Ltd ('Roche Basel'); Hoffmann-La Roche Inc. ('Roche US')(Roche Basel and Roche US together referred to as 'Roche'); Foundation Medicine, Inc. ('FMI')^^^^^^New York^No^Yes
321^JOINT VENTURE AGREEMENT^Novo Integrated Sciences Inc. ('NVOS'); Harvest Gold Farms Inc. ('HGF'); NVOS and HGF (collectively as 'Parties' and separately as a 'Party')^12/19/19^12/19/19^12/19/24^^^^No^No
322^JOINT VENTURE AGREEMENT^AizuFujitsu Semiconductor Limited ('AFSL'); Fujitsu Semiconductor Limited ('FSL'); Transphorm, Inc. ('TPH'); AizuFujitsu Semiconductor Limited, Fujitsu Semiconductor Limited, Transphorm, Inc. (collectively referred to as 'Parties' and individually, a 'Party')^5/23/17^^^^^Japan^No^No
323^JOINT VENTURE CONTRACT^Baoding Fengfan Group Limited Liability Company ('Party A'); Valence Technology, Inc. ('Party B')^11/8/02^^^^^People's Republic of China^Yes^No
324^NON-COMPETITION AGREEMENT AMENDMENT NO. 1^VIVINT SOLAR, INC. (together with its successors and permitted assigns, 'VivintSolar'); VIVINT, INC. (together with its successors and permitted assigns 'Vivint') Vivint Solar and Vivint (individually as a 'Party', and collectively as 'Parties')^8/16/17^^^^^^No^No
325^NON-COMPETITION AND NON-SOLICITATION AGREEMENT^Quaker Chemical Corporation ('Buyer'); Gulf Houghton Lubricants Ltd. ('Gulf Houghton'); Gulf Oil International Limited ('GulfInternational'); GOCL Corporation Limited ('Gulf Oil' and, together with Gulf Houghton andGulf International, 'Sellers' and each, a 'Seller'); Gulf Oil Lubricants India, Ltd ('Gulf India'), solely for purposes of Section 1(c)[Confidentiality; Non-competition; Non-solicitation]^8/1/19^8/1/19^^^^Pennsylvania^Yes^No
326^STRATEGIC ALLIANCE AGREEMENT^Sumitomo Mitsui Banking Corporation ('SMBC'); SMBCNikko Securities Inc. ('Nikko' and together with SMBC, 'SMBC/Nikko'); Moelis & Company Holdings LP ('Moelis Holdings'); Moelis & Company Holdings GP LLC, ('Moelis General Partner', and together with Moelis Holdings, 'MoelisEntities'); SMBC, Nikko, Moelis Holdings and Moelis General Partner (each a 'party' and collectively referred to as 'parties')^12/27/11^1/1/12^1/1/15^1 year^6 months^New York^Yes^No
327^STRATEGIC ALLIANCE AGREEMENT^Dialog Semiconductor (UK) Ltd. ('DIALOG'); Energous Corporation ('ENERGOUS')^11/6/16^11/6/16^11/6/23^successive 1 year^180 days^California^Yes^Yes
328^JOINT VENTURE AGREEMENT^BorrowMoney.com, inc.; JVLS, LLC;  BorrowMoney.com, inc.; JVLS, LLC (individually 'Member' and collectively 'Members')^3/20/20^3/1/20^2/28/25^^^^No^No
330^JOINT VENTURE AGREEMENT^KIROMIC BIOPHARMA Inc.; MOLIPHARMA S.R.L. ('Party' and, together, 'Parties')^4/2/20^4/2/20^perpetual^Successive 4 years^1 year^Italy^No^Yes
331^JOINT VENTURE AGREEMENT^IMPCO Technologies Inc. including its successors and permitted assigns ('IMPCO'); MINDA INDUSTRIES LIMITED including its successors and permitted assigns ('MIL'), Nirmal K. MINDA including his heirs, executors, administrators or successors and permitted assigns ('MINDA')^5/18/01^5/18/01^perpetual^^^India^Yes^Yes
332^AFFILIATE AGREEMENT^Gulf South Medical Supply, Inc. ('GSMS'); Physician Sales & Service, Inc. ('PSS'); PSS Merger Corp.^12/14/97^^^^^Delaware^No^No
333^AGENCY AGREEMENT^(AFSALA  Bancorp,  Inc. ( 'Company'); Amsterdam Federal Savings and Loan Association ('Association'); Savings Association Insurance Fund ('SAIF'); Federal  Deposit Insurance Corporation ('FDIC'); Capital Resources, Inc. ('Capital Resources'))^1/2/1996^^^^^District of Columbia^No^No
334^AGENCY AGREEMENT^(Alamogordo Financial Corporation ('Company'); AF Mutual Holding Company ('MHC'); Alamogordo Federal Savings and Loan Association ('Bank'); Savings  Association Insurance Fund ('SAIF'); Federal Deposit Insurance Corporation ('FDIC'); Charles Webb & Company; Bruyette & Woods,  Inc. ('Agent'))^1/2/2000^1/2/2000^^^^Kansas^No^No
335^AGENCY AGREEMENT^General Electric Capital Corporation together with its successors and assigns, if any ('Lessor'); Duckwall-Alco Stores, Inc. ('Company')^11/9/05^^perpetual^^^^No^No
336^AGENCY AGREEMENT^(Greater Delaware Valley Holdings ('PA MHC'); Alliance Mutual Holding Company ('Federal MHC'); Alliance Bancorp, Inc. of Pennsylvania ('Company'); Greater Delaware Valley Savings Bank d/b/a Alliance Bank ('Bank'); Sandler O'Neill & Partners, L.P. ('Sandler O'Neill' or 'Agent'))^11/9/05^11/9/05^11/9/05^^^New York^No^No
337^AGENCY AGREEMENT^Mutual Insurance Corporation of America (MICOA); Stratton, Cheeseman & Walsh-Nevada, Inc. ('Agency'); (sometimes commonly referred to as Parties)^5/25/99^5/25/99^perpetual^1 year^120 days^Nevada^Yes^Yes
338^AGENCY AGREEMENT^El Banco Financial Corporation ('Company'); sales agent ('Agent' or 'you')^3/29/99^3/29/99^^^^Georgia^No^No
339^AGENCY AGREEMENT^Biopure Corporation ('Company'); Agent ('Agent')^3/29/99^3/29/99^perpetual^^^Massachusetts^No^No
340^AGENCY AGREEMENT^ExxonMobil Chemical Company ('Seller'); West Pharmaceutical Services, Inc. ('Buyer')^5/14/14^5/14/14^^^^New York^No^Yes
341^AGENCY AGREEMENT^Bluerock Residential Growth REIT, Inc. ('Company'); Bluerock Residential Holdings, L.P. ('Operating Partnership') (collectively, Company, and Bluerock Residential Growth REIT, Inc. are referred to as 'Transaction Entities'); BRG Manager, LLC ('Manager'); Compass Point Research & Trading, LLC ('Agent')^5/25/16^5/25/16^^^^New York^No^No
342^STRATEGIC ALLIANCE AGREEMENT^AURA SYSTEMS INC. ('Aura'); ZANOTTI EAST INC. ('Zanotti') (collectively 'Parties')^3/18/10^3/18/10^3/18/15^successive 5 years^90 days^California^Yes^Yes
343^Strategic Alliance Agreement^Freedom Mortgage Corporation ('Freedom Mortgage'); Cherry Hill Mortgage Investment Corp. ('Cherry Hill')^1/2/2013^^1/2/2016^^^New York^No^No
344^STRATEGIC ALLIANCE AGREEMENT^University of Texas M. D. Anderson Cancer Center ('MD Anderson'); Adaptimmune LLC ('Adaptimmune'); Adaptimmune Limited ('Adaptimmune Limited'); (MD Anderson and Adaptimmune each a 'Party' and collectively 'Parties')^9/23/16^9/23/16^9/23/21^^^Texas^No^Yes
345^Strategic Alliance Agreement^Cool Technologies Inc. ('COOL TECH'); VETERAN TECHNOLOGY GROUP, LLC ('VET TECH')^5/26/17^5/26/17^5/26/22^successive 1 year^30 days^Missouri^No^No
346^Strategic Alliance Agreement^System Associates, Inc. ('ISA'); Rubicon Software Group plc ('Rubicon')^4/15/09^4/15/09^4/15/12^successive 1 year^90 days^Florida^Yes^Yes
347^STRATEGIC ALLIANCE AGREEMENT^NORTHERN TELECOM LIMITED ('NTL'); ENTRUST TECHNOLOGIES INC. ('ETI')^12/31/96^^^^^Province of Ontario, Canada^No^No
348^STRATEGIC ALLIANCE AGREEMENT^EDGE Communication Solutions, LLC ('EDGE'); FRE Networks, Inc. ('FTE', 'Subcontractor')^2/17/16^2/17/16^2/16/19^successive 1 month^30 days^Texas^No^No
349^Strategic Alliance Agreement^Giggles N' Hugs, Inc. ('Company'); Kiddo, Inc. ('Consultant')^5/17/16^5/17/16^5/17/19^^^California^No^No
350^STRATEGIC ALLIANCE AGREEMENT^GOLD RESOURCE CORPORATION ('GRC', 'Company'); HOCHSCHILD MINING HOLDINGS LIMITED ('HOC')^12/5/08^^^^^New York^No^Yes
351^Strategic Alliance Agreement^IMedicor, Inc ('IMedicor'); USA Managed Care Organization ('USA MCO')^7/15/10^7/15/10^7/15/15^successive 5 years^90 days^New York^No^No
352^Strategic Alliance Agreement^Bravatek Solutions, Inc. ('Bravatek'); Fazync LLC ('Fazync')^1/10/18^1/10/18^^1 year^90 days^Texas^No^No
353^  Strategic Alliance Agreement^IntriCon Corporation ('IntriCon'); Dynamic Hearing Pty Ltd ('Dynamic Hearing')^10/1/08^10/1/08^10/1/13^^^Victoria, Australia^No^Yes
354^STRATEGIC ALLIANCE AGREEMENT^Loin Biotechnologies, Inc. ('LBIO'); University of Texas M. D. Anderson Cancer Center ('MD Adnserson'); ('LBIO' and 'MD Adnserson' individually referred to as 'Party', collectively as 'Parties')^^4/17/17^4/17/21^^^Texas^No^Yes
355^STRATEGIC' ALLIANCE AGREEMENT (^Lightbridge Corporation ('Lightbridge'); Lloyds Register FNMA ('Lloyds'); 'Lloyds' and together with 'Lightbridge' ('Parties')^8/16/12^8/16/12^8/16/17^^^England^No^No
356^Strategic Alliance Agreement^UTEK Corporation ('UTEK'); Manakoa Services Corporation ('MKOS')^6/14/06^^6/14/07^^^^Yes^No
357^Strategic Alliance Agreement^UTEK Corporation ('UTK'); World Energy Solutions ('AVDU')^9/9/05^^9/9/06^^^^Yes^No
358^STRATEGIC ALLIANCE AGREEMENT^PHL VARIABLE INSURANCE COMPANY ('PHLVIC'); PHOENIX LIFE INSURANCE COMPANY ('PLIC', together with PHLVIC, 'PHL Variable'); PHOENIX EQUITY PLANNING CORPORATION ('PEPCO', together with PHLVIC and PLIC,  'PHL Parties'); INVESTORS CAPITAL CORPORATION ('ICC')^^^perpetual^^^Connecticut^No^No
359^STRATEGIC ALLIANCE AGREEMENT^Allscripts Healthcare, LLC ('Allscripts'); Phreesia, Inc. ('Company', 'Phreesia'); (Allscripts and Company are sometimes referred to herein as a 'Party' and collectively as 'Parties')^12/10/15^12/10/15^12/10/20^Successive 3 years^^Illinois^No^No
360^Strategic Alliance Agreement^Yaskawa Electric Corporation ('YEC'); Argo Medical Technologies Ltd. ('ARGO')^9/24/13^9/24/13^9/24/23^^^Israel^No^Yes
361^STRATEGIC ALLIANCE AGREEMENT^KALLO Inc. ('KALLO'); Petro data Management Services Limited. ('PDMS'); Gateway Global Fabrication Ltd. ('Gateway')^10/24/11^10/24/11^^^^Ontario, Canada^Yes^Yes
362^STRATEGIC ALLIANCE AGREEMENT, d^Farids & Co. LLC ('Farids'); Edible Arrangements, LLC ('EA'); Rocky Mountain Chocolate Factory, Inc. ('Company')^12/20/19^^^^^New York^No^No
363^STRATEGIC ALLIANCE AGREEMENT is^R-Tech Ueno, Ltd. ('Company'); Sucampo Pharma, LLC. ('Acquiror'); Sucampo Pharmaceuticals, Inc. ('SPI'); ('SPI,' and, together with Company and Acquiror, collectively, 'Parties')^8/26/15^^^^^Japan^No^No
364^Strategic Alliance Agreement^Turnkey Capital Inc. ('TKCI'); Seminole Indian Company ('SIC')^6/30/17^6/30/17^6/30/19^^^Florida^No^No
365^STRATEGIC ALLIANCE AGREEMENT^OXBOW CARBON & MINERALS LLC ('Oxbow'); Global Energy, Inc ('Global Energy'); Oxbow and Global (individually as 'Party' and collectively as 'Parties')^12/21/06^12/21/06^12/21/11^successive 5 years^^New York^No^Yes
366^STRATEGIC ALLIANCE AGREEMENT^SHBV (HONG KONG) LTD ('SHBV'); WASTE2ENERGY GROUP HOLDINGS PLC ('W2E'); SHBV and W2E (each a 'Party' and together 'Parties')^5/19/10^5/19/10^5/19/20^^^England^Yes^No
367^STRATEGIC ALLIANCE AGREEMENT^PPD Development, LP ('PPD'); VirtualScopics, Inc ('VS')^10/22/10^10/22/10^10/22/12^succsive 1 year^30 days^Delaware^No^Yes
368^STRATEGIC ALLIANCE AGREEMENT^BOSCH INTERNATIONAL, LLC ('CLIENT'); BOSCH TECHNOLOGIES, LLC ('BOSCH')^12/1/15^^^^^^No^Yes
369^Collaboration Agreement^Anixa Biosciences, Inc. ('Anixa'); OntoChem GmbH ('OntoChem')( individually as a 'Party' and collectively as 'Parties')^4/14/20^4/14/20^^^^Delaware^Yes^No
370^COLLABORATION AGREEMENT^BIOCEPT, INC. ('Biocept'); LIFE TECHNOLOGIES  CORPORATION ('Life Technologies')^11/2/12^11/2/12^11/2/15^^^California^No^Yes
371^COLLABORATION AGREEMENT^Capsugel US, LLC ('CAPSUGEL'); Cardax, Inc. ('CARDAX'); CARDAX and CAPSUGEL (each a 'Party' and together 'Parties')^8/18/14^8/18/14^^^^New York^No^Yes
372^ Cooperation Agreement ^Beike Internet Security Technology Co., Ltd. ('Party A'); Baidu Online Network Technology (Beijing) Co., Ltd.  ('Party B')^042/2013^5/1/13^4/30/15^^^People's Republic of China^Yes^Yes
373^Cooperation Agreement (^e.l.f. Beauty, Inc. ('Company', 'Party'); Marathon Partners Equity Management, LLC ('Marathon Partners', 'Party', collectively with Marathon Partners L.P., Marathon Focus Fund L.P., Marathon Partners LUX Fund, L.P., Cibelli Research & Management, LLC, and Mario Cibelli, 'Marathon Parties'); Marathon Partners L.P. ('Party', collectively with Marathon Partners Equity Management, LLC, Marathon Focus Fund L.P.,Marathon Partners LUX Fund, L.P., Cibelli Research & Management, LLC, and Mario Cibelli, 'Marathon Parties'); Marathon Focus Fund L.P.  ('Party', collectively with Marathon Partners Equity Management, LLC, Marathon Partners L.P., Marathon Partners LUX Fund, L.P., Cibelli Research & Management, LLC, and Mario Cibelli, 'Marathon Parties'); Marathon Partners LUX Fund, L.P. ('Party', collectively with Marathon Partners Equity Management, LLC, Marathon Partners L.P., Marathon Focus Fund L.P., Cibelli Research & Management, LLC, and Mario Cibelli, 'Marathon Parties'); Cibelli Research & Management, LLC ('Party', collectively with Marathon Partners Equity Management, LLC, Marathon Partners L.P., Marathon Focus Fund L.P., Marathon Partners LUX Fund, L.P., and Mario Cibelli, 'Marathon Parties'); Mario Cibelli ('Party', collectively with Marathon Partners Equity Management, LLC, Marathon Partners L.P., Marathon Focus Fund L.P., Marathon Partners LUX Fund, L.P., and Cibelli Research & Management, LLC, 'Marathon Parties')^7/1/20^^^^^Delaware^No^No
374^COLLABORATION AGREEMENT (âA^FibroGen, Inc. ('FG', 'FibroGen'); Astellas Pharma Inc. ('Astellas')^6/1/05^6/1/05^perpetual^^^California^No^Yes
375^Cooperation Agreement^MG Capital Management Ltd. ('MG Capital'); Percy Rockdale LLC ('Percy Rockdale'); Rio Royal LLC ('Rio Royal'); (collectively Rio Royal, together with MG Capital and Percy Rockdale, 'MG Capital Parties'); HC2 Holdings, Inc. ('Company'); Each of MG Capital Parties and Company are referred to herein as a 'Party' and collectively, as 'Parties'^5/13/20^^^^^Delaware^No^No
376^COOPERATION AGREEMENT^HPIL ENERGYTECH Inc. ('HPIL ET'); GINARES GROUP AG ('GINARES'); HPIL ET and GINARES (individually as 'Party, or collectively 'Parties')^1/5/15^1/5/15^1/5/16^^^Nevada^No^No
377^INTERNET CHANNEL COOPERATION AGREEMENT^Beijing Baidu Netcom Science and Technology Co., Ltd. ('Party A'); China Online Housing (Hong Kong) Co., Ltd. ('Party B'); Beijing Yisheng Leju Information Services Co., Ltd ('Party C'); Party A, Party B, Party C (individually a 'Party', collectively 'Parties')^4/29/10^4/29/10^8/1/14^^^People's Republic of China^Yes^Yes
378^COOPERATION AGREEMENT^Meet Group, Inc. ('Company'); HARVEST SMALL CAP PARTNERS MASTER, LTD ('Investor', collectively, 'Investors' or, with their respective affiliates and associates, 'Investor Group'); HARVEST SMALL CAP PARTNERS, L.P.  ('Investor' and collectively, 'Investors' or, with their respective affiliates and associates, 'Investor Group'); HARVEST CAPITAL STRATEGIES LLC ('Investor' and collectively, 'Investors' or, with their respective affiliates and associates, 'Investor Group')^6/27/17^^^^^Delaware^No^No
379^Cooperation Agreement^Otkritie Investments Cyprus Limited ('OICL' and together with its Affiliates, 'Otkritie'); QIWI plc ('QIWI', and, together with its Affiliates, 'QIWI Group'); OICL and QIWI (individually as 'Parties' and together as 'Parties')^6/2/15^^6/2/20^^^England and Wales^No^No
380^Cooperation Agreement^People’s Government of Fenyi County ('Party A'); Xinyu Xinwei New Energy Co., Ltd. ('Party B')^6/25/14^^^^^^No^No
381^Cooperation Agreement^SpÃ´k Holdings, Inc. ('Company'); White Hat Strategic Partners LP; White Hat SP GP LLC; White Hat Capital Partners LP; White Hat Capital Partners GP LLC; (collectively 'White Hat Parties'); each of Company and White Hat Parties a 'Party'' collectively 'Parties'^6/18/20^^perpetual^^^Delaware^No^No
382^  COOPERATION AGREEMENT^City of Fort Stockton ('COFS'); STW resources Holding Corp ('STW'); individually referred to as a 'Party, collectively referred to as 'Parties'^1/2/2014^1/2/14^1/2/44^successive 1 year^60 days^Texas^No^No
383^COOPERATION AGREEMENT^JANA Partners LLC ('JANA'); URS Corporation ('Company')^3/13/14^^^^^Delaware^No^No
384^COLLABORATION AGREEMENT^INSTITUTE OF GRASSLAND AND  ENVIRONMENTAL RESEARCH ('IGER'); CERES, INC. ('CERES')^4/1/07^4/1/07^4/1/22^^^New York^No^Yes
385^INTELLECTUAL PROPERTY AGREEMENT^Equifax Inc. ('Equifax'); Certegy Inc. ('Certegy')^6/30/01^^perpetual^^^Georgia^No^No
386^INTELLECTUAL PROPERTY AGREEMENT^Armstrong Flooring, Inc. ('Seller'); AFI Licensing LLC ('Licensing'); AFI Licensing LLC together with Armstrong Flooring, Inc. ('Arizona'); AHF Holding, Inc. ('Buyer'); Armstrong Hardwood Flooring Company ('Company'); AHF Holding, Inc. together with Armstrong Hardwood Flooring Company ('Buyer Entities'); (each of Arizona on one hand and Buyer Entities on other hand, a 'Party' and collectively, 'Parties')^12/31/18^12/31/18^perpetual^^^Delaware^No^No
387^Intellectual Property Agreement^GSI Technology, Inc. ('PURCHASER'); Sony Electronics Inc. ('SONY'); individually as a 'party', collectively as 'parties'^8/28/09^^perpetual^^^California^No^No
